datapoint,Year,Zipcode,Total Population,White Population,Black Population,Employed Count,Unemployed Count,Poverty Count,Poverty Count - White,Poverty Count - Black,Median Income,Median Rent,Median Home Value,County,Adjusted Median Income,Adjusted Median Rent,Adjusted Median Home Value
466,2014,48350,7136,6997,42,3345.0,535.0,432.0,420.0,12.0,79735.0,817.0,205700.0,Oakland,98569.06606937684,1009.9821531157069,254288.04026426058
467,2017,48350,7522,6861,153,3447.0,291.0,596.0,306.0,55.0,79355.0,727.0,219500.0,Oakland,94743.95204389686,867.9837834530025,262066.63062989552
468,2016,48350,7420,6962,71,3535.0,342.0,477.0,346.0,48.0,72344.0,736.0,203900.0,Oakland,88213.39927585443,897.4491577328994,248627.55877953555
469,2015,48350,7380,7040,46,3516.0,382.0,448.0,342.0,12.0,77656.0,700.0,197900.0,Oakland,95885.17566250522,864.3198589130736,244355.57154128182
470,2018,48356,8680,8513,0,4452.0,151.0,254.0,254.0,0.0,85787.0,843.0,217300.0,Oakland,99981.26091666102,982.4822286913546,253254.3158892424
471,2013,48356,8405,8214,28,4102.0,482.0,624.0,591.0,8.0,66232.0,646.0,173700.0,Oakland,83204.73718325699,811.545177865443,218212.68946629632
472,2016,48356,8585,8416,0,4290.0,245.0,517.0,495.0,0.0,69750.0,652.0,178400.0,Oakland,85050.37873895343,795.0228951655575,217533.87192873537
473,2014,48356,8319,8066,31,4205.0,313.0,527.0,495.0,9.0,67463.0,637.0,165900.0,Oakland,83398.31823212354,787.4646652811571,205086.9512875101
474,2012,48356,8366,8197,26,4180.0,499.0,498.0,490.0,5.0,70461.0,622.0,200700.0,Oakland,89814.03675618701,792.8404487922157,255824.88436108956
475,2017,48356,8747,8583,0,4276.0,189.0,488.0,472.0,0.0,77022.0,814.0,195400.0,Oakland,91958.52402904698,971.8552953655352,233293.0279046997
476,2020,48356,8630,8478,49,4545.0,204.0,428.0,428.0,0.0,89182.0,673.0,248800.0,Oakland,100844.08394542735,761.0063521256824,281334.88916622556
477,2011,48356,8361,8155,29,3984.0,543.0,495.0,480.0,7.0,70750.0,590.0,211700.0,Oakland,92048.69431268031,767.6145532788889,275430.51004939113
478,2015,48356,8386,8164,35,4222.0,227.0,533.0,498.0,10.0,68374.0,650.0,169800.0,Oakland,84424.29433331786,802.5827261335684,209659.30291919986
479,2019,48356,8743,8557,49,4471.0,193.0,368.0,368.0,0.0,86723.0,669.0,226400.0,Oakland,99273.3215401886,765.8158978631525,259164.00489718642
480,2017,48357,8409,8126,33,4215.0,228.0,503.0,496.0,1.0,79683.0,714.0,205500.0,Oakland,95135.55958306135,852.4627529373367,245351.67468994774
481,2014,48357,8832,8625,35,4195.0,528.0,970.0,962.0,0.0,72520.0,804.0,167900.0,Oakland,89649.82343200865,993.9114456609893,207559.3678190051
482,2013,48357,8649,8227,242,4091.0,529.0,971.0,954.0,0.0,71979.0,877.0,165900.0,Oakland,90424.47423773484,1101.741673356027,208413.84676141947
483,2019,48357,8347,8000,51,4232.0,169.0,532.0,530.0,2.0,84450.0,722.0,241400.0,Oakland,96671.37903519167,826.4859166774231,276334.7649389612
484,2016,48357,8414,8154,46,4050.0,353.0,765.0,757.0,1.0,77172.0,750.0,187000.0,Oakland,94100.47065293927,914.520201494123,228020.37023920132
485,2018,48357,8340,8040,51,4109.0,199.0,555.0,545.0,2.0,81773.0,752.0,226200.0,Oakland,95303.10710175343,876.4254282039129,263626.9040687834
486,2020,48357,8091,7731,51,3912.0,158.0,618.0,616.0,2.0,81739.0,744.0,246600.0,Oakland,92427.78338246829,841.2908261240829,278847.2012395146
487,2011,48357,8325,7959,244,3696.0,573.0,1012.0,969.0,0.0,61290.0,950.0,171200.0,Oakland,79740.84062790357,1235.989534940584,222738.32461245047
488,2015,48357,8438,8220,44,3969.0,462.0,964.0,957.0,0.0,73958.0,774.0,171200.0,Oakland,91319.097322133,955.6908154267414,211387.94263702602
489,2012,48357,8488,8167,201,3854.0,576.0,1017.0,995.0,0.0,63140.0,881.0,172100.0,Oakland,80482.22819411657,1122.9781919388136,219369.51967385906
490,2012,48359,7784,6898,282,3606.0,441.0,782.0,619.0,41.0,63696.0,604.0,173100.0,Oakland,81190.94087824595,769.8965129750777,220644.18277481117
491,2019,48359,9800,8155,591,5166.0,180.0,788.0,443.0,224.0,84594.0,923.0,266500.0,Oakland,96836.2183315927,1056.5741012372046,305067.1700755309
492,2018,48359,9603,8063,552,4870.0,278.0,924.0,602.0,191.0,83036.0,941.0,247700.0,Oakland,96775.08225577144,1096.6972446009072,288684.280008124
493,2020,48359,10611,8686,437,5495.0,541.0,663.0,363.0,102.0,83390.0,975.0,258900.0,Oakland,94294.68009474095,1102.4980584287377,292755.6382843079
494,2016,48359,9128,7634,409,4613.0,408.0,935.0,627.0,195.0,76961.0,852.0,206300.0,Oakland,93843.18563625227,1038.8949488973237,251554.02342431675
495,2013,48359,7882,6854,210,3664.0,483.0,966.0,779.0,49.0,58150.0,638.0,167000.0,Oakland,73051.62862674227,801.495082783518,209795.73483518415
496,2014,48359,8148,7075,181,3849.0,457.0,1001.0,786.0,47.0,62971.0,648.0,161800.0,Oakland,77845.27070238578,801.0629562043795,200018.49739794538
497,2017,48359,9634,8076,494,4899.0,329.0,906.0,584.0,207.0,79358.0,923.0,230200.0,Oakland,94747.5338201697,1101.9931666122716,274841.63266971277
498,2011,48359,7800,7015,303,3733.0,376.0,874.0,701.0,57.0,61321.0,588.0,184300.0,Oakland,79781.17291799109,765.012470047435,239781.96977847326
499,2015,48359,8559,7510,306,4199.0,425.0,895.0,670.0,144.0,71642.0,714.0,182400.0,Oakland,88459.43333178632,881.6062560913351,225217.0603796352
500,2020,48360,12184,10843,170,6768.0,238.0,288.0,275.0,2.0,113011.0,1020.0,286900.0,Oakland,127789.13649342571,1153.3825842023716,324417.12098790234
501,2017,48360,12055,10838,253,6315.0,224.0,304.0,298.0,6.0,104389.0,889.0,256200.0,Oakland,124632.68111537205,1061.399702186684,305883.69370104437
502,2018,48360,12458,11365,313,6565.0,187.0,276.0,269.0,7.0,107295.0,935.0,269900.0,Oakland,125047.96053076975,1089.7044885248122,314557.47748967574
503,2013,48360,11863,10734,306,5718.0,614.0,714.0,697.0,0.0,84926.0,789.0,202100.0,Oakland,106689.29686594522,991.1906274548521,253890.52700713003
504,2015,48360,11888,10584,507,6016.0,344.0,534.0,518.0,7.0,96918.0,794.0,222300.0,Oakland,119668.78869448183,980.3856685385435,274483.2923376804
505,2014,48360,11713,10414,471,5712.0,486.0,596.0,573.0,1.0,90980.0,794.0,206900.0,Oakland,112470.22801770749,981.5493630035144,255771.49018315758
506,2019,48360,12768,11606,290,7025.0,183.0,278.0,263.0,6.0,115871.0,1004.0,287700.0,Oakland,132639.54245336523,1149.296205462788,329335.17760123906
507,2016,48360,11847,10786,316,6117.0,232.0,296.0,277.0,9.0,100120.0,859.0,233800.0,Oakland,122082.35009812213,1047.4304707779356,285086.43081243464
508,2012,48360,11847,10767,326,5748.0,653.0,706.0,671.0,0.0,83390.0,797.0,211800.0,Oakland,106294.1559883969,1015.906491458836,269973.644781658
509,2011,48360,11882,10882,354,5564.0,634.0,812.0,780.0,1.0,81058.0,801.0,227100.0,Oakland,105459.83128759352,1042.134334197271,295466.5509315859
510,2016,48362,16073,15104,296,8270.0,569.0,948.0,854.0,8.0,81395.0,764.0,199200.0,Oakland,99249.82906748552,931.5912452553466,242896.56551683907
511,2018,48362,16056,14863,339,8603.0,412.0,611.0,578.0,7.0,88255.0,835.0,235100.0,Oakland,102857.61458262811,973.1585539232279,273999.49224832444
512,2013,48362,15439,14523,302,7477.0,923.0,1097.0,951.0,37.0,74823.0,637.0,172400.0,Oakland,93997.28303935919,800.2388208982774,216579.54901548353
513,2014,48362,15743,14606,459,7617.0,724.0,1137.0,983.0,45.0,76841.0,712.0,172400.0,Oakland,94991.47934830359,880.1802852122195,213122.30501486885
514,2012,48362,15431,14406,391,7688.0,762.0,978.0,823.0,57.0,75833.0,623.0,185300.0,Oakland,96661.52693450177,794.1151118931679,236195.07260642698
515,2019,48362,15833,14810,215,8479.0,388.0,733.0,685.0,11.0,90503.0,819.0,247600.0,Oakland,103600.35307071582,937.5234982808997,283432.0124228947
516,2017,48362,15756,14848,250,8076.0,500.0,742.0,698.0,4.0,87487.0,819.0,221000.0,Oakland,104452.95359415795,977.8249224869451,263857.5187663185
517,2020,48362,15502,14409,164,8314.0,404.0,792.0,688.0,11.0,95236.0,823.0,258100.0,Oakland,107689.74881284026,930.6214380377959,291851.0244927766
518,2015,48362,16080,14988,304,7959.0,682.0,1117.0,1006.0,1.0,77836.0,760.0,179700.0,Oakland,96107.42934051143,938.40441824848,221883.2552095419
519,2011,48362,14901,14015,254,7424.0,745.0,740.0,640.0,28.0,75724.0,666.0,194000.0,Oakland,98520.07530930608,866.4937160741356,252402.07345102448
520,2013,48363,4842,4391,119,2392.0,284.0,245.0,242.0,3.0,92717.0,1053.0,264500.0,Oakland,116476.83321385492,1322.8437651583768,332281.268646145
521,2012,48363,4776,4299,72,2242.0,299.0,256.0,254.0,2.0,91196.0,1030.0,286100.0,Oakland,116244.17615442912,1312.9029939806787,364681.1131824002
522,2017,48363,5793,5284,59,2935.0,69.0,249.0,219.0,1.0,123984.0,1179.0,345400.0,Oakland,148027.64980417752,1407.6380752284595,412381.8415469973
523,2015,48363,5468,4952,113,2708.0,147.0,286.0,258.0,1.0,102813.0,1196.0,277400.0,Oakland,126947.59664918549,1476.752216085766,342517.61266069516
524,2016,48363,5772,5122,80,2843.0,125.0,327.0,283.0,3.0,106875.0,1163.0,329300.0,Oakland,130319.12871291253,1418.11599245022,401535.3364693529
525,2020,48363,6523,5776,22,3070.0,214.0,171.0,169.0,2.0,136317.0,1063.0,409400.0,Oakland,154142.7977752105,1202.0055754971775,462936.10781612835
526,2019,48363,7049,6323,23,3290.0,261.0,241.0,203.0,1.0,131793.0,1094.0,391700.0,Oakland,150865.73187904104,1252.320765713436,448385.7805575438
527,2011,48363,4393,4063,20,2062.0,250.0,239.0,239.0,0.0,96635.0,448.0,282300.0,Oakland,125726.15653577191,582.8666438456648,367284.0481197124
528,2014,48363,5333,4845,102,2714.0,201.0,216.0,215.0,1.0,103955.0,1057.0,284500.0,Oakland,128510.03026578129,1306.6721368951066,351701.2516051635
529,2018,48363,6408,5811,4,3114.0,118.0,233.0,196.0,1.0,127946.0,1125.0,365000.0,Oakland,149115.86148534287,1311.1417642678218,425392.6612957822
530,2012,48367,4584,4452,76,2141.0,469.0,394.0,391.0,3.0,76695.0,911.0,246700.0,Oakland,97760.28652752249,1161.218084967377,314459.38700488687
531,2011,48367,4570,4452,9,2029.0,413.0,279.0,277.0,2.0,83603.0,883.0,257900.0,Oakland,108770.98219961855,1148.8197466868794,335538.63269597536
532,2015,48367,4544,4339,158,2066.0,319.0,502.0,453.0,49.0,71429.0,893.0,224600.0,Oakland,88196.43314614563,1102.625191441964,277323.20044553763
533,2014,48367,4634,4365,158,2080.0,375.0,518.0,471.0,47.0,72755.0,853.0,211100.0,Oakland,89940.3323744593,1054.4856506826168,260963.56489929708
534,2013,48367,4637,4470,112,2059.0,476.0,475.0,475.0,0.0,73250.0,885.0,220400.0,Oakland,92021.18309387568,1111.791768437952,276880.11950703344
535,2016,48367,4397,4202,110,2109.0,265.0,444.0,379.0,65.0,77616.0,945.0,242100.0,Oakland,94641.86661222379,1152.295453882595,295207.1210423029
536,2017,48367,4613,4470,62,2293.0,199.0,286.0,246.0,40.0,81838.0,875.0,251500.0,Oakland,97708.46887238901,1044.6847462467363,300272.24420691904
537,2020,48367,4510,4386,16,2263.0,137.0,417.0,401.0,16.0,91461.0,813.0,330900.0,Oakland,103421.10248405207,919.3137656436551,374170.87952212227
538,2019,48367,4697,4615,10,2388.0,175.0,391.0,381.0,10.0,88053.0,870.0,315700.0,Oakland,100795.79559722595,995.9040824229337,361387.2630125519
539,2018,48367,4683,4554,39,2408.0,215.0,469.0,430.0,39.0,85118.0,865.0,284400.0,Oakland,99201.56861417642,1008.1223343037032,331456.6380069054
550,2019,48371,25463,24354,128,12552.0,559.0,1297.0,1210.0,42.0,87010.0,774.0,253700.0,Oakland,99601.85541565456,886.0112181555755,290414.78817321645
551,2016,48371,23905,23048,76,11640.0,753.0,1365.0,1311.0,1.0,74205.0,706.0,201300.0,Oakland,90482.62873582853,860.8683496731345,245457.2220810226
552,2011,48371,22247,21517,164,10444.0,1273.0,1835.0,1805.0,8.0,77596.0,737.0,187400.0,Oakland,100955.62521394689,958.8676707907476,243815.19878722672
553,2018,48371,24737,23538,75,12060.0,598.0,1438.0,1322.0,46.0,82885.0,749.0,236500.0,Oakland,96599.09789452305,872.9290501658654,275631.1353327466
554,2012,48371,22187,21575,148,10297.0,1344.0,1624.0,1594.0,6.0,76543.0,717.0,170200.0,Oakland,97566.53773617778,913.9334433826667,216947.65978205003
555,2020,48371,25730,24501,279,12791.0,663.0,1158.0,1038.0,36.0,95734.0,774.0,265300.0,Oakland,108252.87089806846,875.2138433065055,299992.5486165581
556,2017,48371,24339,23444,82,12005.0,541.0,1339.0,1289.0,14.0,80017.0,720.0,220500.0,Oakland,95534.33067477153,859.6263054830287,263260.5560541775
557,2015,48371,23311,22490,105,10705.0,827.0,1578.0,1527.0,2.0,71307.0,754.0,183300.0,Oakland,88045.79454216363,930.9959623149393,226328.3287696663
558,2013,48371,22826,22247,158,10494.0,1230.0,1524.0,1501.0,7.0,76419.0,772.0,168700.0,Oakland,96002.27700820322,969.8341754057615,211931.3800400932
559,2014,48371,23061,22099,150,10585.0,1045.0,1600.0,1538.0,9.0,72362.0,763.0,173400.0,Oakland,89454.50252602054,943.2269067653419,214358.51328061637
560,2011,48374,13895,10842,480,6954.0,433.0,563.0,310.0,29.0,138884.0,1487.0,359200.0,Oakland,180693.863758619,1934.6488825859456,467334.14836911333
561,2018,48374,15987,10738,690,8133.0,192.0,1091.0,547.0,71.0,138984.0,1720.0,420300.0,Oakland,161980.20174666576,2004.590075147248,489842.5631304583
562,2014,48374,14863,10765,617,7718.0,395.0,731.0,455.0,99.0,142038.0,1387.0,352600.0,Oakland,175588.54965024328,1714.6208645917816,435887.0345025682
563,2017,48374,15587,10242,819,7894.0,186.0,979.0,462.0,85.0,138068.0,1715.0,398200.0,Oakland,164842.895479765,2047.5821026436029,475421.1039490861
564,2012,48374,14229,11014,452,7167.0,484.0,598.0,349.0,37.0,144250.0,1431.0,349200.0,Oakland,183870.15231234263,1824.042897462477,445112.35485247866
565,2019,48374,16589,11034,737,8323.0,290.0,992.0,472.0,2.0,138979.0,1789.0,432100.0,Oakland,159091.67065638726,2047.8993143156647,494632.3609367237
566,2020,48374,16653,11412,552,8500.0,364.0,464.0,383.0,0.0,143517.0,1657.0,461900.0,Oakland,162284.32189899194,1873.681315709147,522301.38788536814
567,2013,48374,14359,10717,621,7437.0,445.0,473.0,291.0,38.0,142875.0,1409.0,343900.0,Oakland,179488.4168537541,1770.0729963040387,432028.46233425045
568,2015,48374,15316,10717,594,7809.0,324.0,999.0,571.0,87.0,147536.0,1640.0,367800.0,Oakland,182168.9924351418,2024.9779551677725,454138.3487260407
569,2016,48374,15386,10425,686,7718.0,281.0,808.0,351.0,88.0,134283.0,1873.0,379600.0,Oakland,163739.35495631373,2283.8617831979896,462869.15798289207
570,2011,48375,20884,15078,1280,10634.0,799.0,947.0,544.0,172.0,82975.0,945.0,221700.0,Oakland,107953.92806494204,1229.4843268619493,288440.92620666046
571,2014,48375,22437,15504,1736,11414.0,674.0,1158.0,530.0,479.0,81233.0,992.0,194100.0,Oakland,100420.9060514666,1226.318599621519,239948.0243815896
572,2020,48375,22018,13707,1312,11877.0,542.0,647.0,431.0,133.0,96316.0,1348.0,286200.0,Oakland,108910.97743140747,1524.274238730193,323625.58392031246
573,2016,48375,23211,15089,1836,11887.0,439.0,950.0,462.0,244.0,86974.0,1116.0,218700.0,Oakland,106052.64000633314,1360.806059823255,266674.0907556863
574,2017,48375,22775,14469,1820,11832.0,427.0,923.0,530.0,272.0,89939.0,1183.0,238000.0,Oakland,107380.45873449738,1412.4137769255874,284154.2509791123
575,2013,48375,22189,15415,1275,11136.0,779.0,1000.0,535.0,142.0,83968.0,951.0,200200.0,Oakland,105485.7979798847,1194.705052863833,251503.62942517287
576,2015,48375,22613,15200,1772,11835.0,557.0,977.0,460.0,361.0,85080.0,1037.0,206100.0,Oakland,105051.90513760615,1280.4281338469393,254480.46131712067
577,2019,48375,22041,14012,1453,11736.0,416.0,620.0,418.0,66.0,98792.0,1333.0,279400.0,Oakland,113088.91506980054,1525.9082090457134,319834.0237114571
578,2012,48375,21461,15273,1570,11105.0,736.0,1020.0,341.0,358.0,82933.0,954.0,205800.0,Oakland,105711.63495126179,1216.0285983083181,262325.6661759453
579,2018,48375,22827,14137,1807,12010.0,353.0,762.0,377.0,228.0,95640.0,1240.0,256700.0,Oakland,111464.5318529551,1445.1695890596436,299173.4141222666
580,2020,48377,17129,9823,2269,9127.0,257.0,708.0,619.0,0.0,69701.0,1055.0,266000.0,Oakland,78815.60735440147,1192.9594375818647,300784.0856841479
581,2016,48377,15702,10556,1733,8277.0,304.0,1163.0,757.0,173.0,60081.0,869.0,231900.0,Oakland,73260.38430129121,1059.624073464524,282769.64630198287
582,2011,48377,15324,11444,1655,7890.0,717.0,1468.0,1081.0,364.0,54818.0,776.0,202000.0,Oakland,71320.49929091887,1009.6082938040979,262810.4063768399
583,2012,48377,15165,11120,1455,7989.0,806.0,1407.0,1141.0,207.0,54231.0,794.0,195200.0,Oakland,69126.25462773416,1012.0825021559796,248814.2373058529
584,2017,48377,16275,10607,2053,8377.0,205.0,1138.0,736.0,174.0,61627.0,911.0,242200.0,Oakland,73578.04212222584,1087.6660615208875,289168.7377610966
585,2018,48377,16549,10431,2053,8483.0,163.0,935.0,608.0,195.0,62874.0,951.0,265600.0,Oakland,73277.09092140004,1108.3518380610656,309546.0023018076
586,2014,48377,15810,11279,1606,8171.0,588.0,1523.0,1029.0,302.0,57032.0,849.0,176200.0,Oakland,70503.42981211138,1049.5408176196268,217819.89642470935
587,2015,48377,15858,11014,1811,8125.0,440.0,1549.0,939.0,347.0,56094.0,843.0,200400.0,Oakland,69261.65452267136,1040.8880586624587,247442.4281802571
588,2013,48377,15529,11495,1217,7920.0,810.0,1496.0,1130.0,207.0,54622.0,823.0,179700.0,Oakland,68619.53669561335,1033.9035315530334,225750.26077774007
589,2019,48377,16735,10500,1896,8803.0,117.0,592.0,466.0,69.0,68426.0,965.0,275500.0,Oakland,78328.4284412318,1104.6522293541734,315369.62610059563
600,2016,48381,13315,12706,137,6689.0,358.0,759.0,645.0,51.0,75304.0,770.0,226700.0,Oakland,91822.70567108458,938.9074068672996,276428.9729049569
601,2014,48381,12868,12305,97,6653.0,713.0,869.0,800.0,21.0,76409.0,652.0,196500.0,Oakland,94457.43737750068,806.0077892673695,242914.9242193836
602,2011,48381,12565,12143,31,6243.0,618.0,1103.0,1035.0,28.0,75590.0,579.0,214700.0,Oakland,98345.73573279867,753.3030955058927,279333.6348965719
603,2017,48381,13455,12734,145,6661.0,249.0,925.0,819.0,47.0,72293.0,844.0,258900.0,Oakland,86312.45069761749,1007.6730580939947,309107.29234660574
604,2019,48381,13481,12788,106,6752.0,141.0,973.0,846.0,53.0,79161.0,946.0,294300.0,Oakland,90616.9690444619,1082.9025999679254,336890.31201962
605,2015,48381,13136,12572,85,6801.0,509.0,815.0,790.0,1.0,80095.0,695.0,218200.0,Oakland,98896.71299948948,858.1461456351232,269420.84744976094
606,2018,48381,13384,12685,157,6805.0,165.0,844.0,732.0,46.0,74056.0,864.0,274900.0,Oakland,86309.25732854918,1006.9568749576873,320384.77421975485
607,2013,48381,12800,12340,31,6626.0,690.0,937.0,849.0,29.0,74375.0,591.0,187200.0,Oakland,93434.47771477138,742.4507741772086,235172.22491704475
608,2020,48381,13434,12904,77,6406.0,110.0,1010.0,832.0,13.0,87796.0,884.0,311700.0,Oakland,99276.84055159944,999.5982396420554,352460.14852537174
609,2012,48381,12677,12296,31,6435.0,772.0,1108.0,1024.0,29.0,73043.0,592.0,195600.0,Oakland,93105.21688284537,754.6005557636523,249324.10254623377
610,2016,48382,22596,21212,479,11650.0,601.0,1118.0,1081.0,0.0,99013.0,986.0,252600.0,Oakland,120732.5182807168,1202.289224897607,308010.40386322065
611,2015,48382,22266,20958,352,11304.0,649.0,1303.0,1255.0,1.0,96340.0,979.0,232300.0,Oakland,118955.10743955073,1208.813059822713,286830.7188935815
612,2019,48382,23581,21504,494,12530.0,355.0,898.0,841.0,0.0,107807.0,1251.0,297900.0,Oakland,123408.54185490715,1432.0413874840117,341011.2944296459
613,2017,48382,22953,21341,410,11907.0,484.0,1030.0,980.0,0.0,100026.0,1081.0,268100.0,Oakland,119423.58448922975,1290.633383648825,320091.40625
614,2011,48382,21593,20896,121,10568.0,1098.0,960.0,933.0,3.0,90405.0,1000.0,234900.0,Oakland,117620.66726979314,1301.0416157269306,305614.675534256
615,2012,48382,21532,20636,340,10601.0,1114.0,1142.0,1100.0,2.0,88250.0,964.0,223400.0,Oakland,112489.01865902418,1228.7752293178394,284759.73675270256
616,2013,48382,21683,20665,259,10534.0,1016.0,1199.0,1099.0,2.0,87835.0,961.0,212200.0,Oakland,110343.76269011018,1207.2676717162394,266578.7720480604
617,2020,48382,23723,21003,798,12627.0,333.0,782.0,719.0,0.0,113615.0,1231.0,313200.0,Oakland,128472.1199060318,1391.9744717187446,354156.2993844929
618,2018,48382,23507,21778,428,12454.0,422.0,784.0,765.0,0.0,106207.0,1158.0,281000.0,Oakland,123779.94076230451,1349.6019226863448,327494.0762304515
619,2014,48382,22153,21156,278,10949.0,838.0,1180.0,1102.0,1.0,92021.0,895.0,213600.0,Oakland,113757.12082235064,1106.4063978440117,264054.08556366584
620,2011,48383,12282,11679,186,6003.0,728.0,981.0,931.0,3.0,74545.0,810.0,208200.0,Oakland,96986.14724436402,1053.8437087388136,270876.8643943469
621,2020,48383,12802,12329,231,6701.0,506.0,1518.0,1414.0,41.0,84793.0,1111.0,254300.0,Oakland,95881.14653163892,1256.2824029890537,287554.10898300307
